epoch,loss
1,0.6435151696205139
2,0.4219624698162079
3,0.3706894814968109
4,0.3392023742198944
5,0.3166569769382477
6,0.30285170674324036
7,0.28841689229011536
8,0.27740129828453064
9,0.26465755701065063
10,0.25247371196746826
